 3.25615173e+05 5.26000000e+12 1.06573533e+04
 3.29185515e+05 5.31000000e+12 1.06721249e+04
 3.32755857e+05 5.36000000e+12 1.06933173e+04
 3.36326199e+05 5.41000000e+12 1.07201573e+04
 3.39896540e+05 5.46000000e+12 1.09300027e+04
 3.43466882e+05 5.51000000e+12 1.09174235e+04
 3.47037224e+05 5.56000000e+12 1.09018719e+04
 3.50607566e+05 5.61000000e+12 1.08871622e+04
 3.54177908e+05 5.66000000e+12 1.08763030e+04
 3.61318591e+05 5.71000000e+12 1.08711044e+04
 3.64888933e+05 5.76000000e+12 1.08722313e+04
 3.68459275e+05 5.81000000e+12 1.08794913e+04
 3.72029617e+05 5.86000000e+12 1.08921630e+04
 3.75599959e+05 5.91000000e+12 1.09681636e+04
 3.79170300e+05 5.96000000e+12 1.10983484e+04
 3.82740642e+05 6.01000000e+12 1.10762340e+04
 3.86310984e+05 6.06000000e+12 1.10523115e+04
 3.89881326e+05 6.11000000e+12 1.10294835e+04
 3.93451668e+05 6.16000000e+12 1.10100371e+04
 3.97022009e+05 6.21000000e+12 1.09953875e+04
 4.04162693e+05 6.26000000e+12 1.09861031e+04
 4.07733035e+05 6.31000000e+12 1.09820898e+04
 4.11303377e+05 6.36000000e+12 1.10750880e+04
 4.14873718e+05 6.41000000e+12 1.10594551e+04
 4.18444060e+05 6.46000000e+12 1.10482038e+04
 4.22014402e+05 6.51000000e+12 1.10417470e+04
 4.25584744e+05 6.56000000e+12 1.11309238e+04
 4.29155086e+05 6.61000000e+12 1.11052657e+04
 4.32725427e+05 6.66000000e+12 1.10802573e+04
 4.36295769e+05 6.71000000e+12 1.10575103e+04
 4.39866111e+05 6.76000000e+12 1.10381208e+04
 4.43436453e+05 6.81000000e+12 1.10226334e+04
 4.50577137e+05 6.86000000e+12 1.11149759e+04
 4.54147478e+05 6.91000000e+12 1.10939727e+04
 4.57717820e+05 6.96000000e+12 1.10737163e+04
 4.61288162e+05 7.01000000e+12 1.10555826e+04
 4.64858504e+05 7.06000000e+12 1.10404004e+04
 4.68428846e+05 7.11000000e+12 1.10284435e+04
 4.71999187e+05 7.16000000e+12 1.10195450e+04
 4.75569529e+05 7.21000000e+12 1.10612943e+04
 4.79139871e+05 7.26000000e+12 1.10409087e+04
 4.82710213e+05 7.31000000e+12 1.10218690e+04
 4.86280555e+05 7.36000000e+12 1.10682088e+04
 4.89850896e+05 7.41000000e+12 1.10538341e+04
 4.93421238e+05 7.46000000e+12 1.10378604e+04
 4.96991580e+05 7.51000000e+12 1.10210477e+04
 5.04132264e+05 7.56000000e+12 1.10042159e+04
 5.07702606e+05 7.61000000e+12 1.09881112e+04
 5.11272947e+05 7.66000000e+12 1.09732843e+04
 5.14843289e+05 7.71000000e+12 1.09600221e+04
 5.18413631e+05 7.76000000e+12 1.09483433e+04
 5.21983973e+05 7.81000000e+12 1.09380478e+04
 5.25554315e+05 7.86000000e+12 9.51191064e+03
 5.29124656e+05 7.91000000e+12 9.98181943e+03
 5.32694998e+05 7.96000000e+12 1.98671095e+06
 5.36265340e+05 8.01000000e+12 1.08837552e+04
 5.39835682e+05 8.06000000e+12 9.47611822e+03
 5.43406024e+05 8.11000000e+12 9.39360411e+03
 5.46976365e+05 8.16000000e+12 1.06967179e+06
 5.50546707e+05 8.21000000e+12 9.22446539e+03
 5.54117049e+05 8.26000000e+12 9.14220437e+03
 5.61257733e+05 8.31000000e+12 9.09133329e+03
 5.64828074e+05 8.36000000e+12 9.00681295e+03
 5.68398416e+05 8.41000000e+12 8.93686129e+03
 5.71968758e+05 8.46000000e+12 8.88999124e+03
 5.75539100e+05 8.51000000e+12 9.73308242e+03
 5.79109442e+05 8.56000000e+12 3.29089534e+04
 5.82679784e+05 8.61000000e+12 0.00000000e+00
 5.86250125e+05 8.66000000e+12 1.07181237e+04
 5.89820467e+05 8.71000000e+12 5.87739018e+04
 5.07702606e+05 8.76000000e+12 9.28087215e+03
 5.11272947e+05 8.81000000e+12 9.76362340e+03
 5.14843289e+05 8.86000000e+12 1.85475965e+03
 5.18413631e+05 8.91000000e+12 1.61927041e+06
 6.07672176e+05 8.96000000e+12 1.12074437e+05
 5.29124656e+05 9.01000000e+12 8.99119240e+03
 5.32694998e+05 9.06000000e+12 1.56198968e+04
 5.36265340e+05 9.11000000e+12 0.00000000e+00
 5.39835682e+05 9.16000000e+12 7.97760024e+05
 5.43406024e+05 9.21000000e+12 8.94464983e+05
 5.46976365e+05 9.26000000e+12 1.78452848e+03
 5.50546707e+05 9.31000000e+12 0.00000000e+00
 5.54117049e+05 9.36000000e+12 0.00000000e+00
 5.57687391e+05 9.41000000e+12 2.16200296e+06
 5.61257733e+05 9.46000000e+12 4.00968272e+03
 5.64828074e+05 9.51000000e+12 5.05411596e+03
 5.68398416e+05 9.56000000e+12 5.95076125e+03
 5.71968758e+05 9.61000000e+12 3.06290728e+04
 5.75539100e+05 9.66000000e+12 0.00000000e+00
 5.79109442e+05 9.71000000e+12 0.00000000e+00
 5.82679784e+05 9.76000000e+12 0.00000000e+00
 5.86250125e+05 9.81000000e+12 2.76556050e+06
 5.89820467e+05 9.86000000e+12 0.00000000e+00
 5.93390809e+05 9.91000000e+12 4.85072422e+06
 6.00531493e+05 9.96000000e+12 0.00000000e+00
