2460000000000,464445.9064579966,4034125.886345236
2510000000000,554879.4296515919,4819621.488386199
2560000000000,552693.3470043271,4800633.415772367
2610000000000,504092.4900478318,4378491.735932864
2660000000000,507497.8764057352,4408070.546012585
2710000000000,475095.8958860271,4126630.519163668
2760000000000,457929.0576807402,3977521.257078027
2810000000000,29274.21688960134,254272.6171438567
2860000000000,22691.71824658818,197097.7603879316
2910000000000,45980.19345208946,399378.8858617297
2960000000000,39341.4648300913,341715.6217139901
3010000000000,38227.87909617498,332043.1389266693
3060000000000,31304.50276792884,271907.4562167313
3110000000000,31304.50276792884,-1
3160000000000,31304.50276792884,-1
3210000000000,31304.50276792884,-1
3260000000000,31304.50276792884,-1
3310000000000,31304.50276792884,-1
3360000000000,31304.50276792884,-1
3410000000000,31304.50276792884,-1
3460000000000,31304.50276792884,-1
3510000000000,31304.50276792884,-1
3560000000000,26570.94559436914,230792.3010117207
3610000000000,17828.58973844006,154857.1628704291
3660000000000,158824.4129617058,1379531.322815843
3710000000000,401888.1677121144,3490756.271591597
3760000000000,708470.0274885064,6153692.470642068
3810000000000,820141.7800270134,7123660.98888085
3860000000000,823977.3975322263,7156976.739224959
3910000000000,857286.9344076199,7446299.700419685
3960000000000,752887.3966573835,6539496.837256128
4010000000000,789443.2515200948,6857016.958218762
4060000000000,21939.93790515126,190567.8793101436
4110000000000,56554.65640267286,491227.5040323046
4160000000000,63555.83842681544,552038.9984300118
4210000000000,53954.66720142897,468644.2847701394
4260000000000,73653.53541275214,639746.48004848
4310000000000,43964.23162092345,381868.4638816701
4360000000000,14065.35842341157,122170.1509855813
4410000000000,3215.686620043633,27931.09909230137
4460000000000,3215.686620043633,-1
4510000000000,3215.686620043633,-1
4560000000000,3215.686620043633,-1
4610000000000,3215.686620043633,-1
4660000000000,3215.686620043633,-1
4710000000000,3215.686620043633,-1
4760000000000,3215.686620043633,-1
4810000000000.001,3215.686620043633,-1
4860000000000,3215.686620043633,-1
4910000000000,9061.392628228659,78706.25633597022
4960000000000,24655.69081847807,214156.6093995539
5010000000000,5822.494058124926,50573.54080716254
5060000000000.001,9197.175396669507,79885.65047739836
5110000000000,10350.63857852307,89904.50437654977
5160000000000,11535.35166365628,100194.7914867883
5210000000000,8482.668217770954,73679.51997588034
5260000000000,8161.45742207027,70889.51845386912
5310000000000.001,4043.531663943103,35121.66978103128
5360000000000,3460.607165472126,30058.45191998795
5410000000000,4674.0778541008,40598.5244004434
5460000000000,5640.784054545049,48995.22776993531
5510000000000,10268.93945946503,89194.87484488447
5560000000000.001,29561.27743852334,256765.9933912356
5610000000000,66052.66688334623,573726.1748486186
5660000000000,29249.16203111968,254054.9934081877
5710000000000,74080.11195293935,643451.6767987336
5760000000000,2915.566643277501,25324.29009593211
5810000000000.001,2915.566643277501,-1
5860000000000,2915.566643277501,-1
5910000000000,2915.566643277501,-1
