2107899991366.05,28926.84729898669,0,251255.4032161581
2127879991284.21,31892.37937924832,0,277013.687583452
2147859991202.37,33012.69081755471,0,286744.5890968432
2167839991120.53,34185.87083559976,0,296934.7012591657
2187819991038.69,39744.51032470705,0,345216.4303993417
2207799990956.86,43299.30913827607,0,376093.0205795268
2227779990875.02,46120.48796361938,0,400597.4685057048
2247759990793.18,46323.63601378031,0,402361.9900495908
2267739990711.34,57270.78879342465,0,497447.7509446184
2287719990629.5,52734.41908610829,0,458045.344309407
2307699990547.66,70845.59665276275,0,615357.0338687669
2327679990465.83,62808.06923131629,0,545543.9577231616
2347659990383.99,94737.19005552292,0,822876.7774426645
2367639990302.15,79977.14053521759,0,694672.6162569177
2387619990220.31,79861.35254184318,0,693666.8945250545
2407599990138.47,93389.83633836206,0,811173.8117519686
2427579990056.64,87776.88155410008,0,762420.3059524199
2447559989974.8,114731.8595201542,0,996548.2697620403
2467539989892.96,111335.6431543327,0,967049.109221525
2487519989811.12,142403.6392899941,0,1236902.294931711
2507499989729.28,135222.3197382411,0,1174526.145849506
2527479989647.44,165758.0318571632,0,1439755.971334188
2547459989565.61,158135.6703436095,0,1373548.980446026
2567439989483.77,191272.1341042452,0,1661368.647666649
2587419989401.93,183915.2393433767,0,1597467.471694886
2607399989320.09,226714.2180909559,0,1969214.677718251
2627379989238.25,169684.6882925219,0,1473862.475778312
2647359989156.42,186292.002517493,0,1618111.774321078
2667339989074.58,165873.2571431501,0,1440756.805451785
2687319988992.74,177747.0820034169,0,1543891.537769775
2707299988910.9,159349.8607927639,0,1384095.304686974
2727279988829.06,146475.6046500235,0,1272270.93665895
2747259988747.22,0,0,1272270.93665895
2767239988665.39,0,0,1272270.93665895
2787219988583.55,0,0,1272270.93665895
2807199988501.71,0,0,1272270.93665895
2827179988419.87,0,0,1272270.93665895
2847159988338.03,0,0,1272270.93665895
2867139988256.19,0,0,1272270.93665895
2887119988174.36,0,0,1272270.93665895
2907099988092.52,0,0,1272270.93665895
2927079988010.68,0,0,1272270.93665895
2947059987928.84,0,0,1272270.93665895
2967039987847,0,0,1272270.93665895
2987019987765.17,0,0,1272270.93665895
3006999987683.33,0,0,1272270.93665895
3026979987601.49,0,0,1272270.93665895
3046959987519.65,0,0,1272270.93665895
3066939987437.81,0,0,1272270.93665895
3086919987355.98,0,0,1272270.93665895
3106899987274.14,0,0,1272270.93665895
3126879987192.3,0,0,1272270.93665895
3146859987110.46,0,0,1272270.93665895
3166839987028.62,0,0,1272270.93665895
3186819986946.78,0,0,1272270.93665895
3206799986864.95,0,0,1272270.93665895
3226779986783.11,0,0,1272270.93665895
3246759986701.27,0,0,1272270.93665895
3266739986619.43,0,0,1272270.93665895
3286719986537.59,0,0,1272270.93665895
3306699986455.75,0,0,1272270.93665895
3326679986373.92,0,0,1272270.93665895
3346659986292.08,0,0,1272270.93665895
3366639986210.24,0,0,1272270.93665895
3386619986128.4,0,0,1272270.93665895
3406599986046.56,0,0,1272270.93665895
3426579985964.73,0,0,1272270.93665895
3446559985882.89,0,0,1272270.93665895
3466539985801.05,0,0,1272270.93665895
3486519985719.21,0,0,1272270.93665895
3506499985637.37,0,0,1272270.93665895
3526479985555.53,0,0,1272270.93665895
3546459985473.7,0,0,1272270.93665895
3566439985391.86,0,0,1272270.93665895
3586419985310.02,0,0,1272270.93665895
3606399985228.18,0,0,1272270.93665895
3626379985146.34,0,0,1272270.93665895
3646359985064.51,0,0,1272270.93665895
3666339984982.67,0,0,1272270.93665895
3686319984900.83,0,0,1272270.93665895
3706299984818.99,0,0,1272270.93665895
3726279984737.15,0,0,1272270.93665895
3746259984655.31,0,0,1272270.93665895
3766239984573.48,0,0,1272270.93665895
3786219984491.64,0,0,1272270.93665895
3806199984409.8,0,0,1272270.93665895
3826179984327.96,0,0,1272270.93665895
3846159984246.12,2463.724567682578,0,21399.63969348036
3866139984164.29,0,0,21399.63969348036
3886119984082.45,2595.71553576969,0,22546.09867550638
3906099984000.61,2801.54197390143,0,24333.8844017147
3926079983918.77,2729.626848726757,0,23709.23756113986
3946059983836.93,2967.80978075011,0,25778.06822236545
3966039983755.09,2868.940611020529,0,24919.30152548719
3986019983673.26,3144.391772814408,0,27311.83991750561
4005999983591.42,3015.781408100927,0,26194.74448329303
